LU0389812933,EUR,fund,ft,126.32
LU1050470373,EUR,fund,ft,107.78
LU0836513266,EUR,fund,ft,114.92
LU1050469367,EUR,fund,ft,115.08
LU1373035580,EUR,fund,ft,112.34
LU0128530416,USD,fund,ft,34.14
LU0836513852,USD,fund,ft,89.62
ES0116418007,EUR,fund,ft,17.59
LU0996182563,EUR,fund,ft,373.62
LU0140363697,EUR,fund,ft,41.56
LU0554840230,EUR,fund,ft,496.65
LU0836513001,USD,fund,ft,504.19
LU0836513183,USD,fund,ft,178.93
LU0996177134,EUR,fund,ft,200.27
LU1328852659,EUR,fund,ft,132.21
LU0211333025,EUR,fund,ft,32.4
LU0094557526,EUR,fund,ft,54.35
LU0836512706,EUR,fund,ft,284.48
LU0836512888,USD,fund,ft,261.74
LU0171289571,EUR,fund,qf,59.46
N5138,EUR,plan,qf,23.60377
N3897,EUR,plan,qf,24.11212
N2247,EUR,plan,qf,140.049169
DBPD:GER,EUR,fund,ft,0.552
HKDE,AEX:EUR,fund,ft,15.27
CETHFP,PAR:EUR,fund,ft,78.31
IB1T,PAR:EUR,fund,ft,7.87
